Date,Open,High,Low,Close,Volume
2012-08-13,247000,248000,244000,246000,246838
2012-08-10,244500,247500,244000,247000,482253
2012-08-09,236000,245500,234500,244000,1229481
2012-08-08,236000,239500,233000,236000,709250
2012-08-07,234500,237500,233500,236500,336292
2012-08-06,236500,237500,233500,233500,454788
2012-08-03,234500,237000,233000,233000,425201
2012-08-02,239000,240000,236500,238500,376852
2012-08-01,237000,238500,234500,237500,397810
2012-07-31,232500,242000,230500,237000,812706
2012-07-30,234000,234500,230500,232500,630533
2012-07-27,228000,229000,225000,228500,600300
2012-07-26,220500,225500,218000,223500,573795
2012-07-25,219500,223000,217500,220000,575935
2012-07-24,219500,224500,218000,223000,484293
2012-07-23,218500,220000,215500,219000,617130
2012-07-20,224500,225000,221000,223000,392376
2012-07-19,221500,225000,221000,224000,653012
2012-07-18,223500,226000,216500,217500,877100
2012-07-17,221000,224500,220000,223000,1130414
2012-07-16,227000,230000,225500,228500,415543
2012-07-13,219500,228500,218500,226000,641160
2012-07-12,225000,226500,218500,218500,741875
2012-07-11,225500,227500,224000,225500,448678
2012-07-10,230000,230500,224500,228000,419361
2012-07-09,225000,228500,224500,228500,436674
2012-07-06,232500,234500,228500,230000,460094
2012-07-05,234000,235500,231500,233500,342582
2012-07-04,234000,236500,232000,235500,546400
2012-07-03,235500,236000,230000,231500,674604
2012-07-02,236500,237500,234500,235500,431397
2012-06-29,229000,233000,226500,232500,911666
2012-06-28,232500,235000,229500,234000,458879
2012-06-27,238000,238500,228000,231000,1062777
2012-06-26,240000,241000,237000,238500,291181
2012-06-25,241000,243500,236000,241000,506545
2012-06-22,248000,249000,243000,243000,381050
2012-06-21,251500,254500,249000,250500,295063
2012-06-20,256500,256500,249500,253500,489249
2012-06-19,248500,254000,247500,253500,583682
2012-06-18,246500,251000,244000,248500,724423
2012-06-15,239500,240500,236000,240000,322687
2012-06-14,236000,238000,235000,238000,691969
2012-06-13,240500,241000,237000,238500,324720
2012-06-12,238000,239500,236000,238500,316531
2012-06-11,240000,241500,238500,240000,236265
2012-06-08,239000,240500,235000,236500,353572
2012-06-07,236500,240000,236500,240000,493156
2012-06-05,237500,238000,232000,233500,327483
2012-06-04,230000,235000,230000,234000,573078
2012-06-01,240500,244000,237500,238000,471049
2012-05-31,239000,244000,238000,244000,584421
2012-05-30,238500,244500,236000,243000,616066
2012-05-29,232000,239000,231000,237500,417422
2012-05-25,233500,235500,230500,233000,338902
2012-05-24,233500,236000,230000,233500,365874
2012-05-23,235000,235500,231000,233500,416004
2012-05-22,243000,243000,236000,237000,589773
2012-05-21,231000,239500,231000,237000,628008
2012-05-18,235000,235500,229000,229000,802077
2012-05-17,240000,243000,233000,240500,826954
2012-05-16,251500,251500,238000,240500,826038
2012-05-15,250000,253000,245000,250500,711179
2012-05-14,248000,253500,245000,250500,473780
2012-05-11,249000,250500,245000,248000,483249
2012-05-10,250000,252000,244000,250000,600309
2012-05-09,253500,255000,249500,250000,493200
2012-05-08,260000,260000,255500,255500,388815
2012-05-07,252000,259500,251000,257500,516879
2012-05-04,264000,264000,257000,257000,526894
2012-05-03,266000,267000,260500,265500,599396
2012-05-02,269500,272500,266000,268000,564920
2012-04-30,261500,269000,259500,268500,627762
2012-04-27,264500,267000,259000,260500,743795
2012-04-26,260000,267000,258000,262000,1145542
2012-04-25,259500,261500,256000,257500,536797
2012-04-24,250500,260500,250000,257000,690806
2012-04-23,253000,255000,249500,250000,465554
2012-04-20,256000,258000,253500,254000,523064
2012-04-19,263000,264500,258500,259500,396869
2012-04-18,265500,265500,259000,263500,551137
2012-04-17,264000,265000,259000,259000,412221
2012-04-16,255000,266000,254000,263000,681713
2012-04-13,262000,262500,255000,258000,484058
2012-04-12,258500,259500,252000,258500,985502
2012-04-10,267000,268000,260500,261000,727269
2012-04-09,263000,269500,259000,268500,540915
2012-04-06,267500,268500,260000,264500,526605
2012-04-05,251500,265500,251500,264000,1102554
2012-04-04,256000,263000,253000,253500,1151048
2012-04-03,248000,255000,245500,255000,1461465
2012-04-02,233000,240500,233000,240000,719195
