date,close,open,high,low,volume,diff
12-12-12,86.77,85.69,87.68,85.68,300.35K,1.14%
12-11-12,85.79,85.7,86.37,85.21,217.86K,0.27%
12-10-12,85.56,85.98,86.78,85.33,211.60K,-0.43%
12-07-12,85.93,86.39,86.92,85.77,244.99K,-0.38%
12-06-12,86.26,87.87,88.23,85.68,269.29K,-1.84%
12-05-12,87.88,88.5,89.05,87.46,220.85K,-0.70%
12-04-12,88.5,88.93,89.18,87.57,206.27K,-0.66%
12-03-12,89.09,88.85,90.33,88.66,235.99K,0.20%
11-30-12,88.91,87.66,88.99,87.47,216.21K,0.95%
11-29-12,88.07,86.57,88.69,86.55,270.03K,1.83%
11-28-12,86.49,87.33,87.34,85.36,249.74K,-0.79%
11-27-12,87.18,87.82,88.25,86.83,210.47K,-0.64%
11-26-12,87.74,88.21,88.29,87.27,156.59K,-0.61%
11-23-12,88.28,87.68,88.53,86.71,104.94K,1.03%
11-21-12,87.38,87.28,87.89,86.37,220.98K,0.73%
11-20-12,86.75,89.15,89.19,86.17,322.63K,-2.83%
11-19-12,89.28,87.3,89.8,87.11,247.08K,3.01%
11-16-12,86.67,85.28,87.01,85.02,40.71K,1.43%
11-15-12,85.45,86.36,86.83,84.68,168.10K,-1.01%
11-14-12,86.32,85.37,86.65,84.93,265.31K,1.10%
11-13-12,85.38,85.59,85.95,84.57,352.25K,-0.22%
11-12-12,85.57,86.19,86.54,85.27,280.69K,-0.58%
11-09-12,86.07,85,86.77,84.13,322.40K,1.15%
11-08-12,85.09,84.52,85.7,84.22,296.60K,0.77%
11-07-12,84.44,88.42,88.8,84.05,422.21K,-4.81%
11-06-12,88.71,85.67,89.22,85.42,303.43K,3.57%
11-05-12,85.65,84.65,85.9,84.34,221.40K,0.93%
11-02-12,84.86,86.91,87.24,84.66,297.31K,-2.56%
11-01-12,87.09,86.1,87.42,85.92,197.18K,0.99%
10-31-12,86.24,85.73,87.19,85.61,212.58K,0.65%
10-30-12,85.68,85.31,86.24,85.1,106.22K,0.16%
10-29-12,85.54,86.43,86.43,84.66,145.73K,-0.86%
10-26-12,86.28,86,86.37,85,212.38K,0.27%
10-25-12,86.05,85.65,86.75,85.23,208.68K,0.37%
10-24-12,85.73,86.6,87.47,84.94,298.16K,-1.08%
10-23-12,86.67,89.14,89.29,85.69,309.49K,-2.32%
10-22-12,88.73,89.52,90.8,88.21,23.96K,-1.47%
10-19-12,90.05,92.04,93.05,89.83,123.65K,-2.23%
10-18-12,92.1,92.06,92.59,90.66,184.65K,-0.02%
10-17-12,92.12,92.08,92.85,91.55,226.34K,0.03%
10-16-12,92.09,91.76,92.32,91.3,232.22K,0.26%
10-15-12,91.85,91.63,92.2,89.79,269.02K,-0.01%
10-12-12,91.86,92.41,92.64,91.16,198.46K,-0.23%
10-11-12,92.07,91.27,92.94,91.09,300.09K,0.90%
10-10-12,91.25,92.26,93.66,91.02,303.50K,-1.23%
