date,close,open,high,low,diff
11-08-13,1420.82,1425.73,1429.91,1414.32,-0.44%
11-07-13,1427.05,1431.96,1437.43,1411.34,-0.39%
11-06-13,1432.62,1429.53,1436.55,1429,0.16%
11-05-13,1430.29,1435.59,1437.59,1426.87,-0.41%
11-04-13,1436.19,1430.85,1437.37,1427.54,0.33%
11-01-13,1431.51,1440.82,1445.6,1429.89,-0.71%
10-31-13,1441.69,1453.84,1456.97,1439.97,-0.93%
10-30-13,1455.22,1459.86,1461.77,1449.71,-0.37%
10-29-13,1460.64,1462.17,1467.5,1458.9,-0.20%
10-28-13,1463.51,1465.77,1468.49,1460.94,-0.22%
10-25-13,1466.78,1465.39,1470.13,1463.05,0.01%
10-24-13,1466.7,1456.64,1468.53,1453.28,0.59%
10-23-13,1458.11,1456.58,1460.14,1452.8,0.01%
10-22-13,1457.95,1451.96,1459.45,1448.43,0.31%
10-21-13,1453.42,1450.72,1455.43,1449.13,0.14%
10-18-13,1451.45,1452.7,1455.48,1448.64,-0.14%
10-17-13,1453.47,1443.09,1454.31,1438.86,0.63%
10-16-13,1444.43,1439.19,1448.1,1435.71,0.31%
10-15-13,1439.95,1452.48,1454,1434.5,-0.92%
10-14-13,1453.39,1450.39,1457.9,1450.28,0.17%
10-11-13,1450.89,1448.03,1455.35,1444.75,0.14%
10-10-13,1448.86,1454.37,1455.62,1447.22,-0.44%
10-09-13,1455.25,1457.84,1461.93,1450.28,-0.27%
10-08-13,1459.24,1454.53,1462.3,1453.22,0.27%
10-07-13,1455.32,1451.74,1457.26,1449.55,0.18%
10-04-13,1452.74,1458.38,1463.51,1448.46,-0.49%
10-03-13,1459.85,1458.09,1466.97,1457.98,0.06%
10-02-13,1458.97,1451.13,1462.19,1449.81,0.48%
10-01-13,1452.01,1452.12,1457.97,1450.13,-0.10%
09-30-13,1453.41,1448.05,1457.24,1446.76,0.00%
09-27-13,1453.38,1450.01,1458.25,1446.51,0.17%
09-26-13,1450.95,1455.86,1456.89,1448.29,-0.39%
09-25-13,1456.57,1447.36,1457.87,1446.72,0.58%
09-24-13,1448.13,1448.91,1453.37,1446.32,-0.10%
09-23-13,1449.62,1457.47,1459.57,1447.66,-0.43%
09-20-13,1455.82,1448.79,1457.43,1446.33,0.42%
09-19-13,1449.71,1462.05,1464.49,1446.44,-0.90%
09-18-13,1462.88,1445.54,1465.03,1442.26,1.15%
09-17-13,1446.24,1441.64,1449.34,1441.43,0.26%
09-16-13,1442.46,1444.87,1453.83,1441.21,-0.12%
09-13-13,1444.16,1439.76,1447.67,1439.03,0.25%
09-12-13,1440.58,1444.93,1446.73,1436.77,-0.37%
09-11-13,1445.91,1440.14,1447.54,1437.21,0.31%
09-10-13,1441.45,1440.34,1443.83,1433.16,0.04%
09-09-13,1440.82,1437.81,1443.64,1430.77,0.06%
09-06-13,1439.92,1439.49,1442,1431.7,-0.02%
09-05-13,1440.17,1444.43,1452.44,1437.5,-0.37%
09-04-13,1445.5,1445.63,1452.87,1439.51,-0.10%
09-03-13,1446.99,1448.49,1450.61,1441.93,-0.17%
09-02-13,1449.5,1467.98,1469.44,1447.61,-1.25%
08-30-13,1467.78,1472.54,1473.77,1461.33,-0.38%
08-29-13,1473.44,1486.19,1487.64,1470.09,-0.92%
08-28-13,1487.15,1495.48,1500.03,1483.85,-0.64%
08-27-13,1496.7,1487.08,1497.93,1485.98,0.59%
08-26-13,1487.91,1489.95,1491.89,1485.81,-0.18%
08-23-13,1490.66,1496.99,1499.16,1487.49,-0.47%
08-22-13,1497.7,1493.15,1502.97,1491.14,0.21%
08-21-13,1494.53,1503.15,1505.32,1490.69,-0.62%
08-20-13,1503.78,1490.69,1507.55,1489.83,0.81%
08-19-13,1491.7,1483.24,1494.55,1481.14,0.50%
08-16-13,1484.22,1492.08,1493.53,1481.46,-0.58%
08-15-13,1492.92,1481.8,1494.93,1476.36,0.69%
08-14-13,1482.68,1482.41,1487.11,1480.66,-0.08%
08-13-13,1483.84,1481.09,1487.32,1479.1,0.13%
08-12-13,1481.97,1481.85,1485.31,1478.85,-0.07%
08-09-13,1483.07,1488.08,1490.61,1480.68,-0.39%
08-08-13,1488.9,1486.86,1491.25,1481.9,0.09%
08-07-13,1487.57,1481.92,1491.08,1480.6,0.34%
08-06-13,1482.56,1476.17,1485.02,1474.52,0.37%
08-05-13,1477.16,1491.69,1494.36,1472.81,-1.08%
08-02-13,1493.36,1482.92,1494.82,1482.25,0.64%
08-01-13,1483.8,1493.92,1495.59,1480.75,-0.74%
07-31-13,1494.8,1479.59,1499.74,1478.81,0.94%
07-30-13,1480.83,1474.9,1483.69,1473.41,0.35%
07-29-13,1475.66,1476.83,1479.93,1471.78,-0.17%
07-26-13,1478.23,1481.54,1483.04,1473.42,-0.28%
07-25-13,1482.38,1472.24,1484.5,1469.56,0.62%
07-24-13,1473.18,1476.57,1478.18,1467.56,-0.30%
07-23-13,1477.57,1474.58,1479.34,1470,0.15%
07-22-13,1475.34,1472.13,1479.25,1469.67,0.15%
07-19-13,1473.12,1473.71,1476.83,1468.53,-0.11%
07-18-13,1474.68,1465.77,1478.26,1464.2,0.56%
07-17-13,1466.47,1466.63,1475.97,1461.19,-0.07%
07-16-13,1467.45,1464.84,1469.64,1458.72,0.12%
07-15-13,1465.7,1468.31,1471.28,1458.65,-0.25%
